,title,pays,deadline,lien,remaining_times
284,Licence To Occupy & Operation Of A Food And Coffee Services Provider For Premises Situated In The Main Atrium At Wellington Regional Hospital,New Zealand,2023-11-03,https://www.globaltenders.com/tender-detail/licence-to-occupy-operation-of-a-food-and-72605427,25.0 days
285,Inclusive Education Programme Activity: Improving Access To Education And Quality Of Learning For Deaf Children And Young People In The Pacific,New Zealand,2023-11-24,https://www.globaltenders.com/tender-detail/inclusive-education-programme-activity-impr-72470500,46.0 days
286,Website Development Services For Te Wānanga O Aotearoa,New Zealand,2023-10-17,https://www.globaltenders.com/tender-detail/website-development-services-for-te-wānanga-72402415,8.0 days
287,C1425 Provision Of A Customer Relationship Management Solution Based On The Mircosoft Cloud Platform (Dynamics 365),New Zealand,2023-10-16,https://www.globaltenders.com/tender-detail/c1425-provision-of-a-customer-relationship-m-72347186,7.0 days
288,C1425 Provision Of A Customer Relationship Management Solution Based On The Mircosoft Cloud Platform (Dynamics 365),New Zealand,2023-10-16,https://www.globaltenders.com/tender-detail/c1425-provision-of-a-customer-relationship-m-72338869,7.0 days
289,"Document Storage, Digitisation And Destruction Services",New Zealand,2023-10-19,https://www.globaltenders.com/tender-detail/document-storage-digitisation-and-destructi-72272835,10.0 days
290,North Island Weather Events Lidar Data Collection,New Zealand,2023-10-20,https://www.globaltenders.com/tender-detail/north-island-weather-events-lidar-data-colle-72272833,11.0 days
291,"Document Storage, Digitisation And Destruction Services",New Zealand,2023-11-30,https://www.globaltenders.com/tender-detail/document-storage-digitisation-and-destructi-72209518,52.0 days
292,"Document Storage, Digitisation And Destruction Services",New Zealand,2024-11-29,https://www.globaltenders.com/tender-detail/document-storage-digitisation-and-destructi-72199877,417.0 days
293,"Framework Agreement For The Collection, Simulation And Analysis Of Meteorological And Oceanographic Data",Norway,2023-12-15,https://www.globaltenders.com/tender-detail/framework-agreement-for-the-collection-simu-72772544,67.0 days
294,Software For Reading Scanned Documents,Norway,2023-10-20,https://www.globaltenders.com/tender-detail/software-for-reading-scanned-documents-72772528,11.0 days
295,Procurement Of Consultancy Assistance For The Operation And Development Of Fiskeridir.No And The Intranet,Norway,2023-11-02,https://www.globaltenders.com/tender-detail/procurement-of-consultancy-assistance-for-th-72770487,24.0 days
296,Market Survey / Rfi On A Norwegian Digital Version Of Ksads-Comp (Diagnostic Tool For Mental Disorders),Norway,2024-10-05,https://www.globaltenders.com/tender-detail/market-survey-rfi-on-a-norwegian-digital-v-72770272,362.0 days
297,Procurement Of A Contract For Software For Optimising Routes For The Collection Of Waste In Oslo,Norway,2023-11-01,https://www.globaltenders.com/tender-detail/procurement-of-a-contract-for-software-for-o-72766536,23.0 days
298,Debt Collection System,Norway,,https://www.globaltenders.com/tender-detail/debt-collection-system-72761894,nan days
299,Procurement Of A Backup System For Lillestrøm Municipality,Norway,2023-11-13,https://www.globaltenders.com/tender-detail/-72757704,35.0 days
300,Acquisition Of An Agreement On Software For Route Optimization For Waste Collection In Oslo,Norway,2023-11-01,https://www.globaltenders.com/tender-detail/acquisition-of-an-agreement-on-software-for-72754689,23.0 days
301,Consultancy Services For Quality Assurance Of The Basis For Applications For Emission Permits,Norway,2023-10-27,https://www.globaltenders.com/tender-detail/consultancy-services-for-quality-assurance-o-72754688,18.0 days
302,Consulting Services For Servicenow,Norway,2023-11-08,https://www.globaltenders.com/tender-detail/consulting-services-for-servicenow-72754685,30.0 days
303,Provision of Support for DC Firewalls for 36 months,Poland,2023-12-31,https://www.globaltenders.com/tender-detail/provision-of-support-for-dc-firewalls-for-36-72815091,83.0 days
304,Provision of Maintenance and development of the System Firearms Registration Board (SRB) for a period of 36 months,Poland,2023-12-31,https://www.globaltenders.com/tender-detail/provision-of-maintenance-and-development-of-72815090,83.0 days
305,Reconstruction of the System application IT Registers (SIR) including data migration and provision of new infrastructure,Poland,2023-12-31,https://www.globaltenders.com/tender-detail/reconstruction-of-the-system-application-it-72815089,83.0 days
306,"Provision of interpreting and written translation services, verification of written translations and rental of cabins with simultaneous translation equipment",Poland,2023-12-31,https://www.globaltenders.com/tender-detail/provision-of-interpreting-and-written-transl-72814697,83.0 days
307,Provision of Service support for the Public Collection Portal system for 24 months,Poland,2023-12-31,https://www.globaltenders.com/tender-detail/provision-of-service-support-for-the-public-72814691,83.0 days
308,Provision of PAP Daily Information Service,Poland,2023-12-31,https://www.globaltenders.com/tender-detail/provision-of-pap-daily-information-service-72814689,83.0 days
309,Purchase and extension of security software licenses ESET Inspect in 12 m-cy,Poland,2023-12-31,https://www.globaltenders.com/tender-detail/purchase-and-extension-of-security-software-72814686,83.0 days
310,Purchase of mailbox protection software (antivirus for exchange) - for 12 months,Poland,2023-12-31,https://www.globaltenders.com/tender-detail/purchase-of-mailbox-protection-software-ant-72814685,83.0 days
311,"Electronic Bidding For The Purchase Of The Sap Enterprise Support Service For Sap Erp Modules, For Which Pkp Cargo S.A. Has A License",Poland,2023-10-20,https://www.globaltenders.com/tender-detail/electronic-bidding-for-the-purchase-of-the-s-72814631,11.0 days
312,Delivery of two UTM devices with software,Poland,2023-10-13,https://www.globaltenders.com/tender-detail/delivery-of-two-utm-devices-with-software-72806646,4.0 days
313,"Acquisition Of A Mobility And Workplace Virtualization Solution For The Hospital Divino Espírito Santo In Ponta Delgada, Eper",Portugal,2023-11-08,https://www.globaltenders.com/tender-detail/acquisition-of-a-mobility-and-workplace-virt-72780833,30.0 days
314,Acquisition Of A Data Protection And Recovery Solution Against Cyber ​​Attacks,Portugal,2023-11-06,https://www.globaltenders.com/tender-detail/acquisition-of-a-data-protection-and-recover-72780813,28.0 days
315,"Acquisition Of Global Hosting And It Management Service, For The Period 2024-2025",Portugal,2023-11-06,https://www.globaltenders.com/tender-detail/acquisition-of-global-hosting-and-it-managem-72780783,28.0 days
316,Public Tender No. 12/23 - Acquisition Of Services - Provision Of The Integrated School Management Platform,Portugal,2023-11-06,https://www.globaltenders.com/tender-detail/public-tender-no-1223-acquisition-of-ser-72780775,28.0 days
317,"23Dc31Cpi008 - Acquisition Of Technical Assistance Services And Updating The Licensing Of Sap Information Systems, As Well As A Grant For The Acquisition Of New Licenses",Portugal,2023-11-05,https://www.globaltenders.com/tender-detail/23dc31cpi008-acquisition-of-technical-assi-72780771,27.0 days
318,Liferay License Rental And Maintenance Services,Portugal,2023-10-12,https://www.globaltenders.com/tender-detail/liferay-license-rental-and-maintenance-servi-72780764,3.0 days
319,Cp 46/23 - Supply And Implementation Of The Human Resources Administrative Management System And Salary Processing,Portugal,2023-10-18,https://www.globaltenders.com/tender-detail/cp-4623-supply-and-implementation-of-the-72780738,9.0 days
320,"Supply Of Mobility And Workplace Virtualization Solution For Hospital Divino Espírito Santo In Ponta Delgada, Eper",Portugal,2023-11-03,https://www.globaltenders.com/tender-detail/supply-of-mobility-and-workplace-virtualizat-72773381,25.0 days
321,Acquisition Of A Data Protection And Recovery Solution Against Cyber ​​Attacks,Portugal,2023-11-03,https://www.globaltenders.com/tender-detail/acquisition-of-a-data-protection-and-recover-72751988,25.0 days
322,"Acquisition Of Implementation Services For The ""Saturdays In The Park"" Program Within The Scope Of The Prr Unfavorable Communities Candidacy",Portugal,2023-10-19,https://www.globaltenders.com/tender-detail/acquisition-of-implementation-services-for-t-72716978,10.0 days
323,Central Command (Centcom) Partner Integration Enterprise (Cpie),Qatar,2023-10-11,https://www.globaltenders.com/tender-detail/central-command-centcom-partner-integratio-72738472,2.0 days
324,Wisemdt Software Subscription & Support,Qatar,2023-10-25,https://www.globaltenders.com/tender-detail/wisemdt-software-subscription-support-72717978,16.0 days
325,Veeam Backup Software Renewal,Qatar,2023-10-26,https://www.globaltenders.com/tender-detail/veeam-backup-software-renewal-72717971,17.0 days
326,Framework Convention - Requirements for Information Systems Management 2024,Qatar,2023-10-29,https://www.globaltenders.com/tender-detail/framework-convention-requirements-for-info-72679755,20.0 days
327,Peer Review Software Solution For Radiology Reports,Qatar,2023-10-17,https://www.globaltenders.com/tender-detail/peer-review-software-solution-for-radiology-72608090,8.0 days
328,"Framework Agreement - For Requirements For Information Systems Management 2024 (Service Providers - 1, 2 Or 3 - Local And Foreign Companies) For More Details, Visit The Ashghal Website",Qatar,2023-10-29,https://www.globaltenders.com/tender-detail/framework-agreement-for-requirements-for-i-72583187,20.0 days
329,Renewal Of Backup System Licenses,Qatar,2023-10-22,https://www.globaltenders.com/tender-detail/renewal-of-backup-system-licenses-72583186,13.0 days
330,Framework Convention - Requirements For Information Systems Management 2024,Qatar,2023-11-13,https://www.globaltenders.com/tender-detail/framework-convention-requirements-for-info-72520364,35.0 days
331,Firewall Technology Updating And Support - Limited Tender Committee - Ltc-2024/2023 Supplies Management - Purchasing From The Organization'S Website,Qatar,2023-10-08,https://www.globaltenders.com/tender-detail/firewall-technology-updating-and-support-l-72443503,-1.0 days
332,"DATA ACQUISITION, CIRCUITIZATION, RBI ANALYSIS & INSPECTION PLANNING FOR QatarEnergy REFINERY MESAIEED",Qatar,2023-10-16,https://www.globaltenders.com/tender-detail/data-acquisition-circuitization-rbi-analys-72180984,7.0 days
333,"Software Development Services For The Redesign Of The Simur It System - ""Sustainable University Through Digitization. Investments In Research And Education Infrastructure""",Romania,2023-10-18,https://www.globaltenders.com/tender-detail/software-development-services-for-the-redesi-72770295,9.0 days
334,"Assessment System Development Services, Cognitive And Emotional Development For Students",Romania,2023-10-31,https://www.globaltenders.com/tender-detail/assessment-system-development-services-cogn-72769866,22.0 days
335,"Pac, Pt Development Services And Ensuring Technical Assistance From The Designer And Execution Of Works Within The Investment Objective: ""Increasing The Energy Efficiency Of The Agricultural Technological High School ""Alexiu Berinde"" In Seini City, Maramureș County""",Romania,2023-10-21,https://www.globaltenders.com/tender-detail/pac-pt-development-services-and-ensuring-te-72769175,12.0 days
336,Dna Sequence Assembly Software,Romania,2023-10-17,https://www.globaltenders.com/tender-detail/dna-sequence-assembly-software-72769139,8.0 days
337,Numerical Modeling/Simulation Software Package Of Geomorphological Processes Of Marine Sediments Deposition/Erosion.,Romania,2023-10-12,https://www.globaltenders.com/tender-detail/numerical-modelingsimulation-software-packa-72769133,3.0 days
338,Paas 2023 Finalized Including The Old Annexes Year 1-27 Of Paas And Annexes No. 28-36 Of Paas 2023,Romania,2024-10-05,https://www.globaltenders.com/tender-detail/paas-2023-finalized-including-the-old-annexe-72769126,362.0 days
339,"Hw Solution For Digitization And Virtualization Within The Project Modernization Of The Digital Infrastructure Of The U.N.M.B., To Ensure Access To Artistic Education",Romania,2023-11-10,https://www.globaltenders.com/tender-detail/hw-solution-for-digitization-and-virtualizat-72769091,32.0 days
340,Integrated Desktop Workstation For The Biometric Data Collection Process - 18 Pcs.,Romania,2024-10-05,https://www.globaltenders.com/tender-detail/integrated-desktop-workstation-for-the-biome-72768255,362.0 days
341,"Software Supply Agreement Esri Arcgis Enterprise, Desktop And Geospatial Data Processing Extensions Or Equivalent",Romania,2023-11-06,https://www.globaltenders.com/tender-detail/software-supply-agreement-esri-arcgis-enterp-72766439,28.0 days
342,Multimedia System Video Conference Halls Building Grivița,Romania,2023-11-07,https://www.globaltenders.com/tender-detail/multimedia-system-video-conference-halls-bui-72764449,29.0 days
343,Provision Of Software Licence Services,Russia,2023-10-16,https://www.globaltenders.com/tender-detail/provision-of-software-licence-services-72818821,7.0 days
344,Supply Of A Server For The Purposes Of The Fsb Of The Ural Rcse Of The Ministry Of Justice Of Russia,Russia,2023-10-16,https://www.globaltenders.com/tender-detail/supply-of-a-server-for-the-purposes-of-the-f-72818805,7.0 days
345,Supply Of The Vipnet Coordinator Software And Hardware Complex,Russia,2023-10-17,https://www.globaltenders.com/tender-detail/supply-of-the-vipnet-coordinator-software-an-72818773,8.0 days
346,Internet Access Services,Russia,2023-10-16,https://www.globaltenders.com/tender-detail/internet-access-services-72809379,7.0 days
347,Supply Of Server,Russia,2023-10-16,https://www.globaltenders.com/tender-detail/supply-of-server-72809349,7.0 days
348,Internet Access Services,Russia,2023-10-16,https://www.globaltenders.com/tender-detail/internet-access-services-72809341,7.0 days
349,Identification Of The Performer For The Provision Of Technical Support Services To The Regional Segment Of The Unified Health Information System In The Lower City Region,Russia,2023-10-16,https://www.globaltenders.com/tender-detail/identification-of-the-performer-for-the-prov-72809300,7.0 days
350,Kaspersky Small Office Security Software Licensing Services,Russia,2023-10-20,https://www.globaltenders.com/tender-detail/kaspersky-small-office-security-software-lic-72809230,11.0 days
351,Provision Of Non-Exclusive Rights Services For The Use Of Alpha-Doc Software,Russia,2023-10-13,https://www.globaltenders.com/tender-detail/provision-of-non-exclusive-rights-services-f-72809220,4.0 days
352,Provision Of Internet Access Services,Russia,2023-10-17,https://www.globaltenders.com/tender-detail/provision-of-internet-access-services-72809136,8.0 days
353,Brochure No. 5255 Providing Spare Parts For Several Machinery Belonging To Several Management Systems,Saudi Arabia,2023-10-09,https://www.globaltenders.com/tender-detail/brochure-no-5255-providing-spare-parts-for-72821178,0.0 days
354,Brochure No. 5254 Providing Spare Parts For Several Machinery Belonging To Several Management Systems,Saudi Arabia,2023-10-09,https://www.globaltenders.com/tender-detail/brochure-no-5254-providing-spare-parts-for-72821177,0.0 days
355,Brochure No. 5253 Providing Spare Parts For Several Machinery Belonging To Several Management Systems,Saudi Arabia,2023-10-09,https://www.globaltenders.com/tender-detail/brochure-no-5253-providing-spare-parts-for-72821176,0.0 days
356,Brochure No. 5251 Providing Spare Parts For Several Machinery Belonging To Several Management Systems,Saudi Arabia,2023-10-09,https://www.globaltenders.com/tender-detail/brochure-no-5251-providing-spare-parts-for-72821174,0.0 days
357,Brochure No. 5249 Providing Spare Parts For Several Machinery Belonging To Several Management Systems,Saudi Arabia,2023-10-09,https://www.globaltenders.com/tender-detail/brochure-no-5249-providing-spare-parts-for-72821173,0.0 days
358,Brochure No. 5250 Providing Spare Parts For Several Machinery Belonging To Several Management Systems,Saudi Arabia,2023-10-09,https://www.globaltenders.com/tender-detail/brochure-no-5250-providing-spare-parts-for-72821172,0.0 days
359,Developing A Unified Quality Management System For Laboratories (Iso 17025),Saudi Arabia,2023-11-08,https://www.globaltenders.com/tender-detail/developing-a-unified-quality-management-syst-72821165,30.0 days
360,"Competition To Supply, Install And Operate Firewall Equipment For Training Facilities",Saudi Arabia,2023-10-20,https://www.globaltenders.com/tender-detail/competition-to-supply-install-and-operate-f-72756637,11.0 days
361,A Tool Project To Support Interactive Communication And Analyze The Beneficiary’S Voice Using Artificial Intelligence Techniques,Saudi Arabia,2023-10-20,https://www.globaltenders.com/tender-detail/a-tool-project-to-support-interactive-commun-72701158,11.0 days
362,Important And Sensitive Permissions Management System Project,Saudi Arabia,2023-10-19,https://www.globaltenders.com/tender-detail/important-and-sensitive-permissions-manageme-72644771,10.0 days
363,Saas-Based Threat And Vulnerability Intelligence Source Platform Subscription For A Period Of Twelve (12) Months,Singapore,2023-10-13,https://www.globaltenders.com/tender-detail/saas-based-threat-and-vulnerability-intellig-72780663,4.0 days
364,Request For Quotation (Rfq) No. Alex-Rfq-23-0285 For Setting Up Of Microsoft Teams Room At Alexandra Hospital Board Room,Singapore,2023-10-16,https://www.globaltenders.com/tender-detail/request-for-quotation-rfq-no-alex-rfq-23-72719295,7.0 days
365,"For The Supply, Delivery, And Commissioning Of Hpe Proliant Servers For Tembusu Multi-Utilities Complex, Jurong Island (Ct No. 40007520)",Singapore,2023-10-20,https://www.globaltenders.com/tender-detail/for-the-supply-delivery-and-commissioning-72719284,11.0 days
366,"Carbon Management Software To Support Mwgs Ghg Calculation, Tracking And Reporting",Singapore,2023-10-18,https://www.globaltenders.com/tender-detail/carbon-management-software-to-support-mwgs-g-72661462,9.0 days
367,Provision of Elearning Development Services for 2 Years,Singapore,2023-10-09,https://www.globaltenders.com/tender-detail/provision-of-elearning-development-services-72618322,0.0 days
368,"Supply And Delivery Of Eighty (80) Sets Of Amd Xilinx Kria Kv260 Vision Ai Starter Kit And Basic Accessories Pack Or Equivalent For The Department Of Electrical And Computer Engineering, National University Of Singapore",Singapore,2023-10-09,https://www.globaltenders.com/tender-detail/supply-and-delivery-of-eighty-80-sets-of-a-72609540,0.0 days
369,Supply And Delivery Of 2 Units 4U Rack-Mountable Gpu Server,Singapore,2023-10-11,https://www.globaltenders.com/tender-detail/supply-and-delivery-of-2-units-4u-rack-mount-72605050,2.0 days
370,Provision Of Mobile Devices With Mobile And Data Subscription Plan For Nie Senior Leadership Team,Singapore,2023-10-12,https://www.globaltenders.com/tender-detail/provision-of-mobile-devices-with-mobile-and-72605047,3.0 days
371,Supply And Delivery Of 2 Units 4U Rack-Mountable Gpu Server,Singapore,2023-10-11,https://www.globaltenders.com/tender-detail/supply-and-delivery-of-2-units-4u-rack-mount-72583206,2.0 days
372,Provision Of Mobile Devices With Mobile And Data Subscription Plan For Nie Senior Leadership Team,Singapore,2023-10-12,https://www.globaltenders.com/tender-detail/provision-of-mobile-devices-with-mobile-and-72583203,3.0 days
373,"Appointment Of A Service Provider For The Bespoke Software Development, Customisation/Enhancement, Maintenance And Support Services Of The Ohsc Information System For Three Years",South Africa,2023-10-27,https://www.globaltenders.com/tender-detail/appointment-of-a-service-provider-for-the-be-72774828,18.0 days
374,"Rfp 265/2023: Develop A Sector Specific Scorecard For A Verification Certificate That Are Specific To The Sector With Reference To The Reipppp Bespoke Scorecard Tender Volume, Project List Compulsory Briefing Session: 16 October 2023 @ 10H00 Via Microsoft Teams",South Africa,2023-10-27,https://www.globaltenders.com/tender-detail/rfp-2652023-develop-a-sector-specific-scor-72772616,18.0 days
375,"Rfp 264/2023: Legal Adviser Support To The Bid Specification Committee (Bsc) Of The Gas Ipppp Tender Volume, Project List Compulsory Briefing Session: 16 October 2023 @ 11H00 Via Microsoft Teams",South Africa,2023-10-27,https://www.globaltenders.com/tender-detail/rfp-2642023-legal-adviser-support-to-the-b-72772615,18.0 days
376,Provision Of Information Technology End User Devices And Related Services For The African Development Bank,South Africa,2023-10-19,https://www.globaltenders.com/tender-detail/provision-of-information-technology-end-user-72752769,10.0 days
377,For The Installation Of Security And Access Control For Dms At Megawatt Park For A Period Of 3 Months.,South Africa,2023-10-31,https://www.globaltenders.com/tender-detail/for-the-installation-of-security-and-access-72722529,22.0 days
378,Eoi - Enterprise Information Security Architecture - Tccy,South Africa,2023-10-13,https://www.globaltenders.com/tender-detail/eoi-enterprise-information-security-archit-72641060,4.0 days
379,"Supply, Delivery, Installation And Commissioning Of An Asset Management Tracking Solution For Movable Assets ( Including Compatible Mobile Handheld Scanners) And The Provision Of Software Maintenance And Support For A Period Of Thirty Six (36) Months",South Africa,2023-11-06,https://www.globaltenders.com/tender-detail/supply-delivery-installation-and-commissio-72617575,28.0 days
380,"To Supply And Implement A Document Scanning And Capture System Including Software Licenses, Maintenance, Support And Professional Services For A System Period Of (36) Thirty Six Months",South Africa,2023-11-07,https://www.globaltenders.com/tender-detail/to-supply-and-implement-a-document-scanning-72617574,29.0 days
381,Request For Information – Grocery Retail Shop Enterprise Development Initiative,South Africa,2023-10-20,https://www.globaltenders.com/tender-detail/request-for-information-grocery-retail-s-72606905,11.0 days
382,Notice Of Intention To Appoint: Tender 8/2/1/Uhm1233-22/23 Hewlett-Packard Enterprise (Hpe) Server Infrastructure - 12 Month Maintenance Renewal To The City Of Umhlathuze,South Africa,2023-10-18,https://www.globaltenders.com/tender-detail/notice-of-intention-to-appoint-tender-821-72606528,9.0 days
383,Digital Service_Eudeum Information Technology Support Service_Eudeum Information Technology,South Korea,2023-10-06,https://www.globaltenders.com/tender-detail/digital-service_eudeum-information-technolog-72804207,-3.0 days
384,'23 Management System Integrated Certification Review,South Korea,2023-10-17,https://www.globaltenders.com/tender-detail/23-management-system-integrated-certificati-72804205,8.0 days
385,Digital Service_Konek Kt G Cloud For Public Institutions (Iaas)_Konek,South Korea,2023-10-06,https://www.globaltenders.com/tender-detail/digital-service_konek-kt-g-cloud-for-public-72804195,-3.0 days
386,Overseas Direct Investment Statistical Information System Personal Information Protection Status Inspection Consulting Service (Urgent),South Korea,2023-10-17,https://www.globaltenders.com/tender-detail/overseas-direct-investment-statistical-infor-72804180,8.0 days
387,Quality Management System (Iso9001) 2Nd Post-Audit Service,South Korea,2023-10-06,https://www.globaltenders.com/tender-detail/quality-management-system-iso9001-2nd-post-72804178,-3.0 days
388,Ship Data Standard Model Development Service For Systematic Ship Data Management,South Korea,2023-10-06,https://www.globaltenders.com/tender-detail/ship-data-standard-model-development-service-72804167,-3.0 days
389,Digital Service_Cloud Desktop (Daas)_Naver Cloud,South Korea,2023-10-06,https://www.globaltenders.com/tender-detail/digital-service_cloud-desktop-daas_naver-c-72804152,-3.0 days
390,Digital Service_Tiss Brokerage Service For Nhn Cloud For Public Institutions (Iaas)_Tiss,South Korea,2023-10-06,https://www.globaltenders.com/tender-detail/digital-service_tiss-brokerage-service-for-n-72804140,-3.0 days
391,"Purchase Of Laboratory Equipment, Computer Server (Computer)",South Korea,2023-10-13,https://www.globaltenders.com/tender-detail/purchase-of-laboratory-equipment-computer-s-72804081,4.0 days
392,2Nd Student Competency Management System Management Maintenance Service For The 2023 School Year,South Korea,2023-10-17,https://www.globaltenders.com/tender-detail/2nd-student-competency-management-system-man-72804075,8.0 days
393,La Nucia Smartband Citizen Digital Card Service: Comprehensive Project To Digitize Facilities Of The La Nucía City Council,Spain,2023-10-16,https://www.globaltenders.com/tender-detail/la-nucia-smartband-citizen-digital-card-serv-72823773,7.0 days
394,Supply Of Outdoor Signaling And Municipal Information Totems In Torrelavega Under Co-Financing With The Feder - Pluriregional Operational Program Of Spain 2014-2020,Spain,2023-10-23,https://www.globaltenders.com/tender-detail/supply-of-outdoor-signaling-and-municipal-in-72823702,14.0 days
395,"Implementation And Start-Up Of A Platform Intended For The Management By Electronic Means Of The Activity And Administrative Procedure For Town Councils Of Less Than 20,000 Inhabitants, Associations And Smaller Local Entities In The Province Of Valladolid.",Spain,2023-11-06,https://www.globaltenders.com/tender-detail/implementation-and-start-up-of-a-platform-in-72823659,28.0 days
396,External Data Protection Delegate Service (Dpd) Of The Titulcia City Council,Spain,2023-10-30,https://www.globaltenders.com/tender-detail/external-data-protection-delegate-service-d-72815072,21.0 days
397,Maintenance Services And Evolutionary Developments Of The Corporate Web Portal Of The International University Of Andalusia.,Spain,2023-10-21,https://www.globaltenders.com/tender-detail/maintenance-services-and-evolutionary-develo-72815066,12.0 days
398,"Contract For The Acquisition Of A Dashboard With The Data Recorded On Reservations In Golf Courses On The Costa Del Sol - Costa Del Golf, For The Public Commercial Entity Turismo Y Planning Costa Del Sol, S.L.U.",Spain,2023-10-23,https://www.globaltenders.com/tender-detail/contract-for-the-acquisition-of-a-dashboard-72815037,14.0 days
399,Data Protection Delegate Service Of The Rincón De La Victoria City Council,Spain,2023-10-23,https://www.globaltenders.com/tender-detail/data-protection-delegate-service-of-the-rinc-72815022,14.0 days
400,Supply Of Software Licenses For The Operation Of Five Digital Totems Installed In The Arteixo City Council,Spain,2023-10-23,https://www.globaltenders.com/tender-detail/supply-of-software-licenses-for-the-operatio-72815012,14.0 days
401,Hiring Of The Internal And External Audit Service For The Certification Of The Occupational Health And Safety Management System Of Fratrenidad-Muprespa According To Iso 45001 Standard,Spain,2023-10-23,https://www.globaltenders.com/tender-detail/hiring-of-the-internal-and-external-audit-se-72814998,14.0 days
402,"Consulting Service To Carry Out The Technical And Feasibility Analysis And Functional And Spatial Needs For The Evolution Of A Model Of Sectoral Citizen Assistance Offices Towards A Model Of Integrated Citizen Assistance Offices ( Oac) Focused On Promoting, Creating And Developing Omnichannel Spaces For Attention And Collaboration Between Citizens And The Generalitat De Catalunya.",Spain,2023-10-23,https://www.globaltenders.com/tender-detail/consulting-service-to-carry-out-the-technica-72814993,14.0 days
403,Framework Agreement Marine Management System - Tender Area Marine Surface Sensor System,Sweden,,https://www.globaltenders.com/tender-detail/framework-agreement-marine-management-system-72777212,nan days
404,Service Desk Technician,Sweden,2023-11-10,https://www.globaltenders.com/tender-detail/service-desk-technician-72774044,32.0 days
405,Request For Information - Managed Security Services,Sweden,2024-10-05,https://www.globaltenders.com/tender-detail/request-for-information-managed-security-s-72770814,362.0 days
406,Framkomlighetsanalystjänst Och Tidtabellsoptimerare,Sweden,2023-11-05,https://www.globaltenders.com/tender-detail/framkomlighetsanalystjänst-och-tidtabellsop-72770813,27.0 days
407,It Support For Publication Of Documents To Elected Officials And Representative Registers,Sweden,2023-11-02,https://www.globaltenders.com/tender-detail/it-support-for-publication-of-documents-to-e-72768394,24.0 days
408,Operation And Management Of Vehicle Management Systems,Sweden,2023-10-12,https://www.globaltenders.com/tender-detail/operation-and-management-of-vehicle-manageme-72766600,3.0 days
409,System Support For E-Commerce,Sweden,2023-11-10,https://www.globaltenders.com/tender-detail/system-support-for-e-commerce-72766003,32.0 days
410,Extern Webb,Sweden,,https://www.globaltenders.com/tender-detail/extern-webb-72762906,nan days
411,Biometric Authentication With Facial Recognition Technology,Sweden,2023-11-02,https://www.globaltenders.com/tender-detail/biometric-authentication-with-facial-recogni-72755457,24.0 days
412,Service Desk Technician,Sweden,2023-11-10,https://www.globaltenders.com/tender-detail/service-desk-technician-72751999,32.0 days
413,Licences Trend Micro Xdr,Switzerland,2023-10-21,https://www.globaltenders.com/tender-detail/licences-trend-micro-xdr-72760077,12.0 days
414,Analysis Of Needs And Drafting Of Specifications For The Development Of A Concept For Carrying Out Cross-Border Surveys On Mobility,Switzerland,2023-10-20,https://www.globaltenders.com/tender-detail/analysis-of-needs-and-drafting-of-specificat-72704632,11.0 days
415,Erp Call For Tenders - Finance Transformation Program,Switzerland,2023-10-20,https://www.globaltenders.com/tender-detail/erp-call-for-tenders-finance-transformatio-72704619,11.0 days
416,Erp Call For Tenders - Finance Transformation Program,Switzerland,2023-10-30,https://www.globaltenders.com/tender-detail/erp-call-for-tenders-finance-transformatio-72675373,21.0 days
417,Project To Implement An Absence Management And Monitoring Tool,Switzerland,2023-10-19,https://www.globaltenders.com/tender-detail/project-to-implement-an-absence-management-a-72647824,10.0 days
418,Provision Of Dosimetric Monitoring Of People Professionally Exposed To Radiation,Switzerland,2023-10-19,https://www.globaltenders.com/tender-detail/provision-of-dosimetric-monitoring-of-people-72647823,10.0 days
419,Intercantonal Procurement It Services Soc / Siem,Switzerland,2023-10-19,https://www.globaltenders.com/tender-detail/intercantonal-procurement-it-services-soc-72647806,10.0 days
420,"Survey Of Street Photos 2024, Data Integration In Infra3D",Switzerland,2023-10-19,https://www.globaltenders.com/tender-detail/survey-of-street-photos-2024-data-integrati-72647801,10.0 days
421,Intercantonal Call For Tenders For Soc / Siem It Services,Switzerland,2023-10-19,https://www.globaltenders.com/tender-detail/intercantonal-call-for-tenders-for-soc-sie-72620028,10.0 days
422,Intercantonal Procurement It Services Soc / Siem,Switzerland,2023-11-17,https://www.globaltenders.com/tender-detail/intercantonal-procurement-it-services-soc-72619978,39.0 days
423,Purchasing the teaching software module for the LAN210 English listening classroom in the Chinese Language Center,Taiwan,2023-10-13,https://www.globaltenders.com/tender-detail/purchasing-the-teaching-software-module-for-72626806,4.0 days
424,Red Hat Jboss Enterprise Application Platform,Taiwan,2023-10-17,https://www.globaltenders.com/tender-detail/red-hat-jboss-enterprise-application-platfor-72608389,8.0 days
425,"Hyper-converged server system virtual platform software""",Taiwan,2023-10-12,https://www.globaltenders.com/tender-detail/hyper-converged-server-system-virtual-platfo-72484979,3.0 days
426,Purchase AMD Server 1,Taiwan,2023-10-05,https://www.globaltenders.com/tender-detail/purchase-amd-server-1-72482391,-4.0 days
427,Cicd-Satellite Software Authorization Purchase,Taiwan,2023-10-05,https://www.globaltenders.com/tender-detail/cicd-satellite-software-authorization-purcha-72246290,-4.0 days
